,Basin_1,Basin_2,Basin_3,Basin_4,Basin_5
2005-05-31,1.602682179112105,1.662613375140565,1.8809809479346173,2.1545295828827684,1.7041750489083836
2005-06-30,2.048599874083977,4.684608192689741,1.3737745371775592,1.4137428443790858,2.1073542690714273
2005-07-31,1.9186155387574866,2.143847806346817,1.8257679394515272,1.755729499370348,1.7804364522910274
2005-08-31,2.055171143944825,2.2685485971209722,1.4812138282896847,2.0584369599802796,1.3704086540298697
2005-09-30,2.8727975412228774,1.7393217994760497,2.9799169570152317,1.550640790336532,2.397137633854271
2005-10-31,2.0755823427477376,1.7198370170827397,1.4254569947241043,3.651888870074041,1.8053056221172028
2005-11-30,2.1455319985630257,2.768085981704064,1.4959731819676454,2.902609356508589,1.8023781244183952
2005-12-31,1.275525646984615,1.8186317658666713,1.30410987741214,1.8084544452595692,2.278174230584361
2006-01-31,1.7137729950829526,2.187828552016034,1.9078553527396709,1.5844308054588505,1.948637263929345
2006-02-28,1.7854278479465726,1.4364397845453087,1.4929129977902549,1.5688680065799414,1.9263801427854486
2006-03-31,1.5939455249401422,1.604119940260396,1.376335203477995,1.6401845195614477,1.629017021799908
2006-04-30,2.075741991158311,2.034144761460797,2.034515270016452,1.799549221635999,2.0150552465801024
2006-05-31,1.3872723371374478,1.9145268487519358,1.9493959600584931,1.3818232929389405,1.9192406253921943
2006-06-30,1.9216936167395198,2.1259792531842154,1.6168177795740322,1.924946189716092,2.8075103730622697
2006-07-31,1.4429057266457057,1.6414421720044081,2.377512288999474,2.0139795117552675,1.905648443098615
2006-08-31,2.05859346783348,2.0387034240727946,3.1721262706299362,2.0985810760344896,1.810467931274559
2006-09-30,2.2859622928464183,1.8759632196579836,2.254722928288697,1.9524259301811846,2.5146200316996237
2006-10-31,1.915334981728783,1.2534063870479097,2.1496264655098765,1.739789933946444,2.6001688623673016
2006-11-30,1.4317815602311377,1.304652440768815,1.8157920449045737,1.8376744853789684,2.0417487231315925
2006-12-31,2.219316209843548,1.658380487351781,2.308814954608756,1.871320494105393,2.0495934427412266
2007-01-31,1.5210650728159179,1.5592692182467227,2.6627898483752688,1.94725764084182,1.9759674943677172
2007-02-28,1.8527806782690188,1.8837974544093583,2.0482384905074906,1.8925043352858721,1.499507311313939
2007-03-31,2.0044274496707843,1.9109424302657176,2.0245473933220453,1.8363756270165836,1.7482290892007226
2007-04-30,2.2446415331025564,1.6505129472795752,1.4464298017843882,1.8614413390065028,1.522333296765808
2007-05-31,2.4386170438866355,1.9441391702705495,2.029392359907685,1.7616599370581465,1.5159177969839561
2007-06-30,1.6150920035385248,1.3731153019472202,1.760992014736596,1.3176071614622662,1.7152957184162363
2007-07-31,5.5001757844594446,1.8288138794763944,2.252931289047048,1.9306619912046028,1.9360800078435412
2007-08-31,1.57064584763596,1.942259926086325,1.8920740115709072,1.2921315866556304,2.4376119284269557
2007-09-30,1.9920178963014672,2.544024100089647,1.4120391545383877,1.3085370558293947,1.3363229267322398
2007-10-31,1.7972623532511147,1.8899867077703674,4.016475769990581,1.6938179143641967,1.9513246500110792
2007-11-30,2.320348465392392,2.1605307441557025,1.613121683102426,1.3186055945606359,4.4127607166312375
2007-12-31,2.3283799826092895,3.2160799295444416,1.7991710200604107,2.468651890085538,1.6395272078006453
2008-01-31,2.0063338442689354,3.002126969238127,1.8075403780360513,1.9119245735502979,1.7931690385764396
2008-02-29,2.282836914442117,1.831484854704873,1.699099921621552,1.5303410235415458,1.5030565522953048
2008-03-31,1.5865387825710804,1.934514674100287,2.526163671814489,2.268327337427871,1.9057109689961804
2008-04-30,1.7954189744251374,1.7445857534553875,1.5742017492681317,2.7672962809278716,1.567646673175661
2008-05-31,2.498708619313097,1.5192032531522404,1.7860564966341779,1.9139891235609259,2.662773617787244
2008-06-30,1.1986332646211084,2.052425827076903,7.7110384295598955,1.2528828175217235,1.5037802873203627
2008-07-31,1.7311768208441167,2.0113907669825415,1.417695769406406,1.701243260292965,2.103102108812824
2008-08-31,1.6732898064363,2.738901395343033,1.8342616270655125,2.963693679650809,2.045388843724537
2008-09-30,1.3949853218258288,1.193577990967204,1.411533707859545,1.9797954341387154,3.6949867228283586
2008-10-31,2.2195352028031063,2.588999102570293,1.2365493113578774,2.6857391376260784,2.0068315247197637
2008-11-30,1.8323324332402662,4.336884276739305,1.9242350131704014,1.9726150931295654,1.980793638826183
2008-12-31,5.15178611658409,1.6649820565000308,1.3637704424372339,2.217408075529803,1.276604340565278
2009-01-31,1.4051517955709913,2.1165463467418295,1.9850520127612554,2.9423780503897565,1.9137208618046568
2009-02-28,1.672823891952094,1.5847692292493183,2.2840503530190923,2.448675658917228,2.150620340019855
2009-03-31,1.6210968077562553,1.4195691345654557,2.3302512633868475,1.745886498056104,3.0637521710405533
2009-04-30,1.832426543296838,2.0511863974975677,2.3826020153422425,1.6755580958326302,3.559003190026759
2009-05-31,1.9065230326044926,1.3108772601034016,2.040122950636704,2.36348031602437,1.619928177012494
2009-06-30,1.4225863933087575,2.133756881226094,2.400654179180193,2.1459776000142243,4.268098155631155
2009-07-31,1.4862235998572946,3.4061476598359928,1.7087954684899773,2.1108625194504573,1.891226467494665
2009-08-31,1.3129794548188773,6.9018178458020385,1.8403952035028803,4.339095624334749,2.9761033895519358
2009-09-30,2.109477597620246,2.0562395795710864,1.7728998135012368,1.4872786777862963,1.8350256612073719
2009-10-31,1.7293273019854547,3.2058027936877997,1.187347467982263,1.6194544394498942,2.0461101081589796
2009-11-30,2.305181996290456,1.8178103528097604,2.0318536732245294,1.7880511153252672,1.6986851646307466
2009-12-31,2.104468146899427,1.7903243273695424,2.3583565716481645,1.9876882647536318,1.6927282114921596
