,Basin_1,Basin_2,Basin_3,Basin_4,Basin_5
2006-09-30,1.9681025569755073,2.028694953203572,2.1535402237702304,1.9548386960017938,2.049624809923725
2006-10-31,1.916298985743666,2.133965535487941,2.1571291461740882,2.0210758624646257,2.185942049609624
2006-11-30,1.972666183340731,2.0457159522079444,2.1561654600261466,1.9422437404931283,2.082854131310291
2006-12-31,1.978335454093893,1.9285926483512272,2.138458151065313,2.0149808091103423,2.0814080805634516
2007-01-31,1.9094252916507044,2.0275592654334496,2.07376841671809,2.0154945434306732,2.109809555226137
2007-02-28,1.9931219805549278,1.9833294681756872,2.0734272102132807,1.9984831097605769,2.0304803882524807
2007-03-31,1.903305852055682,2.0818453742403165,2.1169851080979236,2.0149783165600024,2.0522749459025085
2007-04-30,1.9561114980868088,2.0945721815107974,2.168627155779461,1.9527105767205517,2.1263181808616567
2007-05-31,1.9997021356206204,2.036063347682049,2.0566671265229757,1.9457313569543209,2.1918345067143585
2007-06-30,1.9104609397157075,1.9759398837514506,2.0691908909456758,1.9678599811114705,2.232138155548299
2007-07-31,1.9110915130633224,1.967257335997773,2.1439305759987417,1.9840666020028273,2.067388894687181
2007-08-31,2.0005445812247094,1.9602521072686319,2.1019416157414277,1.9708231854008884,2.1218555185894283
2007-09-30,2.001888107712158,2.117208408732903,2.0814545051911804,1.939821887989043,2.0969764628296397
2007-10-31,1.9620981529289163,1.995427148755725,2.120457586563007,1.9746015002177597,2.214667400126742
2007-11-30,1.960878925283592,1.9784086530097216,2.068190336495392,1.9700126132098448,2.189116048659551
2007-12-31,1.931831829361721,2.095435584514448,2.0563370344101597,1.97984866233452,1.9964999239900822
2008-01-31,1.9210493083747866,2.026280169087186,2.129518714670165,2.0111783392921874,2.123525818165561
2008-02-29,1.9803821143028737,2.0045088974438876,2.143848366232608,1.949089508120508,2.1453533430077747
2008-03-31,2.0035239846644597,2.1264751553775274,2.093630045410242,1.9387298926519325,2.0459835116426066
2008-04-30,1.9817663173130347,1.9160734893015243,2.0631365416564966,2.021750410896925,2.0586984602798033
2008-05-31,2.005954885960592,2.0161509781420723,2.1167942590973587,1.9366815396683839,2.0758268622426623
2008-06-30,2.0062091606285652,2.121333726943658,2.136891988752815,1.9395973159016278,2.1420419964862716
2008-07-31,1.9889873630776904,1.9096695325956452,2.0942803179022507,1.9533412352856958,2.0291613261566996
2008-08-31,1.9972347695085892,2.0873966733292653,2.1365947543348387,1.9750503902676138,2.0940010330154757
2008-09-30,1.9553137374529312,2.0157778095893435,2.1042462494929692,2.019889171228312,1.973606714478825
2008-10-31,1.9435192692561694,2.0791057028923574,2.134266416720604,1.9467856314045708,2.17519844315526
2008-11-30,1.9030919685134153,2.090954729529833,2.082515695316112,1.9999541499814333,2.2397106292295152
2008-12-31,1.998291047924977,1.9319572556771198,2.0600055957057015,1.9724607758332686,2.036854823907229
2009-01-31,2.0046845160484588,2.0948003951092677,2.078484369015698,2.0082323395158195,2.0728524610573205
2009-02-28,1.9785447225039527,2.0250449307952234,2.090923743651451,2.018456431037644,1.9752106786997619
2009-03-31,1.937370105590312,2.018180048510948,2.061552127047699,1.9647609880834642,2.21927661074212
2009-04-30,1.9601472415906094,2.0164489945878348,2.113443273498278,2.0148112839616608,2.235107087566172
2009-05-31,1.9387160340340042,2.025655224289829,2.1664937436022496,1.9956776141564323,1.988596830041095
2009-06-30,1.9029128383817426,2.0972686320879337,2.095842233851123,1.9691214202727383,2.173543515319535
2009-07-31,1.9534787545436447,2.0917387664120355,2.1469803764021056,1.9607357193334065,1.9998928438945458
2009-08-31,1.9667651364311243,1.9730341098592676,2.097794964115513,1.9486157632928025,2.0189315064331703
2009-09-30,1.9257570540545146,1.9572662755569272,2.0822846842760296,2.0033424416701107,2.0541856694806664
2009-10-31,1.9422046853308774,1.9358033899125489,2.1264770260587422,2.0007032091215615,2.2207344459611176
2009-11-30,1.989255681383456,2.1372749164759974,2.115492022843485,2.0122014957107472,2.1273784853397126
2009-12-31,1.9165475999316934,2.127592127190212,2.0923614315903527,2.013844370974154,2.0270571132342865
