month,06452000_Q_ke,06452000_Q_assim_base,06452000_Q_assim_Budyko,13340000_Q_ke,13340000_Q_assim_base,13340000_Q_assim_Budyko,06447000_Q_ke,06447000_Q_assim_base,06447000_Q_assim_Budyko,06360500_Q_ke,06360500_Q_assim_base,06360500_Q_assim_Budyko,06354000_Q_ke,06354000_Q_assim_base,06354000_Q_assim_Budyko,05057000_Q_ke,05057000_Q_assim_base,05057000_Q_assim_Budyko,07301500_Q_ke,07301500_Q_assim_base,07301500_Q_assim_Budyko,06191500_Q_ke,06191500_Q_assim_base,06191500_Q_assim_Budyko,02315500_Q_ke,02315500_Q_assim_base,02315500_Q_assim_Budyko,06784000_Q_ke,06784000_Q_assim_base,06784000_Q_assim_Budyko
2000-11-01,4.620599819289296,0.0,0.0,17.98142251938964,0.0,0.0,5.123489863063812,0.0,0.0,4.8569022908476125,0.0,0.0,18.48420283243446,0.10488856738407883,0.12777008692091227,18.595234022573973,0.0615164226240829,0.0,9.627488954784974,0.0,0.0,0.6900423363070537,0.0,0.0,29.048395021679507,0.21196792561737296,0.06063265178567252,10.986376492057328,0.0,0.0
2000-12-01,0.638672164482524,0.0,0.0,4.489782575298329,0.0,0.0,0.6400319330719755,0.0,0.0,0.6402308291780056,0.0,0.0,0.6419142733282367,0.14372651347113005,0.18270791952172172,0.6627624370262635,0.06316268650841765,0.0,0.6075578486990469,0.0,0.0,0.6486397961286304,0.0,0.0,40.56388109088655,0.12448787327897215,0.01313653596826981,0.6228399291452168,0.0,0.0
2001-01-01,0.6003518346135726,0.0,0.0,9.450764168571471,0.0,0.0,0.6016300170876568,0.0,0.0,0.6018169794273253,0.0,0.0,0.6033994169285425,0.12630661551322075,0.17724278603735194,0.6229966908046877,0.01501871202265068,0.0,8.631256050140385,0.0,0.0,0.6097214083609126,0.0,0.0,17.41193079379273,0.06012106026600797,0.00029046950957183336,0.6253489370830273,0.0,0.0
2001-02-01,0.5643307245367581,0.0,0.0,15.514936024918157,0.0,0.0,0.5655322160623975,0.0,0.0,0.5657079606616857,0.0,0.0,0.5671954519128299,0.027209283336550986,0.08034286683338628,0.5856168893564065,0.0,0.0,26.28747593249329,0.0,0.0,0.5731381238592579,0.0,0.0,11.723196757688605,0.012760382678637203,0.0,0.5598148935582409,0.0,0.0
2001-03-01,4.073156580527444,0.0,0.0,48.301093019300566,0.0,0.0,6.806836794329123,0.0,0.0,5.7437466841938605,0.0,0.0,0.5331637247980601,0.0,0.0007019907709463363,0.5504798759950221,0.0,0.0,25.632499532305413,0.0,0.0,0.5387498364277025,0.0,0.0,145.3721693321101,0.534162256197133,0.32239815324903076,5.763626817815841,0.0,0.0
2001-04-01,66.9062170910913,0.0,0.0,54.14576233579415,0.27310520064497773,0.0,44.47986173681586,0.0,0.0,15.077683955896134,0.0,0.0,26.10361530756018,0.0,0.0,29.378266513122824,0.0,0.0,2.9068506162752903,0.0,0.0,15.954619731495947,0.0,0.0,12.446403686343649,0.3615597420716622,0.20574391425921484,112.96478183447931,0.0,0.0
2001-05-01,37.03762665839926,0.0,0.0,35.5304608095137,0.0,0.0,25.925852991591285,0.0,0.0,43.477060973962296,0.0,0.0,24.17231501508313,0.0,0.0,51.43391988756983,0.0,0.0,136.84829393415717,0.0,0.0,49.73031791992065,0.0,0.0,9.534426746657171,0.2345587751871195,0.11990956216331289,76.69426406503555,0.0,0.0
2001-06-01,66.19934696416875,0.0,0.0,80.22713731133351,0.0,0.0,64.65019347469347,0.0,0.0,40.254990721286276,0.0,0.0,83.3691373080258,0.0,0.0,98.32194145701095,0.0,0.0,14.747224178967118,0.0,0.0,39.10709918652228,0.0,0.0,178.80025152271713,0.44632361911232493,0.6145382714564773,28.15946259125061,0.0,0.0
2001-07-01,58.97300858284206,0.0,0.0,40.22173685585661,0.0,0.0,62.73897825293061,0.0,0.0,96.19735308220832,0.0,0.0,102.42987786348957,0.0,0.0,122.17529440318405,0.6255255255382164,0.0,4.14249992012362,0.0,0.0,36.328602617655164,0.0,0.0,159.26741294502597,0.8929042528585986,1.183165185245978,74.43419024593183,0.0,0.0
2001-08-01,6.891949906250441,0.0,0.0,0.46922469772787095,0.0,0.0,9.747307587539924,0.0,0.0,1.0564498245219072,0.0,0.0,0.391291002227063,0.0,0.0,36.27463538157112,0.0,0.0,40.141851078480656,0.0,0.0,9.844548386865382,0.0,0.0,72.20449145934003,0.6255221080459349,0.8390960626673619,56.613280676879036,0.0,0.0
2001-09-01,16.812386799814867,0.0,0.0,7.116741076704042,0.0,0.0,9.329553879601983,0.0,0.0,14.446891967130671,0.0,0.0,12.311296513284846,0.0,0.0,9.053499055551859,0.0,0.0,23.250748949318695,0.0,0.0,19.07523473658315,0.0,0.0,98.36575444248275,0.42878236274017767,0.5859300628497063,58.16277106771161,0.0,0.0
2001-10-01,14.011321783964648,0.0,0.0,113.86958741166235,0.0,0.0,12.65082218124969,0.0,0.0,8.391949512335252,0.0,0.0,7.630371499587365,0.0,0.0,22.80619566739453,0.0,0.0,0.327239839996289,0.0,0.0,19.24541517143113,0.0,0.0,2.1336134361876953,0.28402126730244687,0.39965053836225783,13.606733441344224,0.0,0.0
2001-11-01,5.945259511838878,0.0,0.0,34.078957821259486,0.0,0.0,0.3240470202965848,0.0,0.0,0.3241477210384967,0.0,0.0,0.32500004579376285,0.0,0.0,0.3355554336985119,0.0,0.0,39.8616307181512,0.0,0.0,12.976842665930416,0.0,0.0,4.612584392467606,0.17750605666197714,0.26258607136245976,25.77252883671904,0.0,0.0
2001-12-01,0.30395705758362346,0.0,0.0,28.41543683309735,0.0,0.0,0.30460419907878966,0.0,0.0,0.3046988577761869,0.0,0.0,0.3055000430461371,0.0,0.0,0.31542210767660117,0.0,0.0,0.2891491226207209,0.0,0.0,0.30870085597459096,0.0,0.0,22.40461237945666,0.09913216687790985,0.1617340404497755,0.3015247627658961,0.0,0.0
2002-01-01,0.285719634128606,0.0,0.0,41.416002238856095,0.232388968157595,0.0,0.2863279471340623,0.0,0.0,0.2864169263096157,0.0,0.0,0.2871700404633689,0.0,0.0,0.2964967812160051,0.0,0.0,0.27180017526347766,0.0,0.0,0.2901788046161155,0.0,0.0,85.20593103463848,0.3706860748347941,0.4635154150120024,0.2834332769999423,0.0,0.0
2002-02-01,0.2685764560808897,0.0,0.0,28.759364903758634,1.0681394685330874,0.3381000309834431,0.26914827030601857,0.0,0.0,0.26923191073103875,0.0,0.0,0.26993983803556676,0.0,0.0,0.2787069743430448,0.0,0.0,6.065932228224232,0.0,0.0,0.2727680763391486,0.0,0.0,23.42745261396642,0.24127402498381742,0.3095778529912209,0.2664272803799458,0.0,0.0
2002-03-01,0.25246186871603626,0.0,0.0,44.20760690215512,1.9387370440864475,1.1412427721436638,2.218414565738048,0.0,0.0,0.2530779960871764,0.0,0.0,0.2537434477534327,0.0,0.0,0.2619845558824621,0.0,0.0,0.24016263486280887,0.0,0.0,0.2564019917587997,0.0,0.0,114.18711087705032,0.1460526393544403,0.19631059581558227,0.250441643557149,0.0,0.0
2002-04-01,17.081486825050106,0.0,0.0,48.96276544600448,2.6481741108157304,1.6342042773887677,14.466296889669742,0.0,0.0,4.883906957679368,0.0,0.0,14.639893657782759,0.0,0.0,15.98358848057639,0.0,0.0,31.964769600403855,0.0,0.0,31.318621021667337,0.14789251796622924,0.0,23.881886909974167,0.07598874445415194,0.11296854882009429,22.79933116056872,0.0,0.0
2002-05-01,32.21226598102562,0.0,0.0,50.7292113112364,2.8849944448675866,1.4496915021981176,35.273855422725106,0.0,0.0,11.028005093319193,0.0,0.0,5.4530834428568085,0.0,0.0,26.561518850452746,0.0,0.0,29.89990606842259,0.0,0.0,28.85124246886339,0.0,0.0,30.385892396547593,0.024435730166193884,0.05164547019122617,48.368354445231475,0.0,0.0
2002-06-01,8.953398064156264,0.0,0.0,70.58881666478878,2.6414678410248427,0.5607120627890867,6.661418970408473,0.0,0.0,23.822635395630197,0.0,0.0,20.33632897827759,0.0,0.0,131.1221411959881,0.19900899583196363,0.0,42.81043410421958,0.0,0.0,63.430889417313615,0.0,0.0,98.1359010231649,0.0,0.0065239489568542156,45.920793583791024,0.0,0.0
2002-07-01,7.442192959603765,0.0,0.0,15.158590326034263,1.5159586810122934,0.0,5.25779511148084,0.0,0.0,15.936047108318165,0.0,0.0,31.538936348955936,0.0,0.0,76.8013703414163,0.0,0.0,72.54310365122812,0.0,0.0,36.648913005399805,0.0,0.0,129.1187811414625,0.0,0.0,5.372134225599498,0.0,0.0
2002-08-01,39.49242084247676,0.0,0.0,24.014127518776895,0.5788601419974663,0.0,38.39305640869824,0.0,0.0,29.529295750324938,0.0,0.0,22.599474069385764,0.0,0.0,143.9968491560876,1.2494777167326594,0.148782589877279,33.76004233449819,0.0,0.0,27.59020692380628,0.0,0.0,127.4692494878185,0.0,0.0,70.72642097919244,0.0,0.0
2002-09-01,48.563417523080496,0.0,0.0,24.009177450658093,0.0,0.0,55.05521899585604,0.0,0.0,9.947801005793721,0.0,0.0,4.819027292703087,0.0,0.0,38.11829321160513,1.1013094407615036,0.0,41.31901346386189,0.0,0.0,41.04522505037009,0.0,0.0,68.77363382519,0.0,0.0,17.063613796612763,0.0,0.0
2002-10-01,3.8856259604651973,0.0,0.0,5.7911780121147025,0.0,0.0,0.16406442544060787,0.0,0.0,0.4980868150750034,0.0,0.0,2.053272221303011,0.0,0.0,6.672569031994755,0.7072806026754657,0.0,142.6235135251708,0.32044298150525696,0.0,5.691081737777573,0.0,0.0,49.904800146264556,0.0,0.0,45.651102083562094,0.0,0.0
2002-11-01,0.15389291333533214,0.0,0.0,37.0422045657323,0.0,0.0,0.1542205599141714,0.0,0.0,0.15426848544296415,0.0,0.0,0.15467412410881437,0.0,0.0,0.15969764764342909,0.44182356236595594,0.0,0.14639568241055176,0.4276809450614774,0.0,0.15629468995623072,0.0,0.0,66.66528606326993,0.0,0.0,0.15266144682961522,0.0,0.0
2002-12-01,0.1446593385352122,0.0,0.0,36.21108007131031,0.0,0.0,0.14496732631932113,0.0,0.0,0.1450123763163863,0.0,0.0,0.1453936766622855,0.0,0.0,0.15011578878482335,0.31573332499957507,0.0,15.052507571348732,0.2708752310390784,0.0,0.14691700855885687,0.0,0.0,103.97961633599718,0.6163834118743624,0.4337851644495968,0.14350176001983828,0.0,0.0
2003-01-01,0.13597977822309948,0.0,0.0,113.41845202080614,0.26613193522595746,0.0,0.13626928674016184,0.0,0.0,0.13631163373740313,0.0,0.0,0.13667005606254837,0.0,0.0,0.14110884145773395,0.24079972098782718,0.0,0.12935522497796353,0.0,0.0,0.13810198804532545,0.0,0.0,2.9415668338646825,0.42205812645532914,0.28770233600147477,0.134891654418648,0.0,0.0
2003-02-01,0.1278209915297135,0.0,0.0,63.59009867804774,1.5242543722471356,0.842042794998993,0.12809312953575214,0.0,0.0,0.12813293571315892,0.0,0.0,0.12846985269879546,0.0,0.0,0.1326423109702699,0.10392827968371578,0.0,0.12159391147928572,0.0,0.0,0.12981586876260592,0.0,0.0,115.33167691929178,0.7698960174856899,0.5863234943531556,0.12679815515352913,0.0,0.0
2003-03-01,16.91895239121762,0.0,0.0,88.97358604320968,3.097807082026939,2.3511118316898645,26.23566938258392,0.0,0.0,23.378068250585997,0.0,0.0,21.831278018958745,0.0,0.0,0.12468377231205373,0.0,0.0,5.917679624446779,0.0,0.0,0.12202691663684957,0.0,0.0,174.9698768900718,2.079754576900026,1.3976909574765108,5.818865253637287,0.0,0.0
2003-04-01,38.59397900506878,0.0,0.0,59.45543714148276,4.362418421441066,3.4516165285062628,38.294240828515605,0.0,0.0,18.260746338168023,0.0,0.0,10.985091889579031,0.0,0.0,8.67235411316083,0.0,0.0,18.40428486260497,0.0,0.0,25.287532450076142,0.0,0.0,51.054376415339355,1.7052335993355396,0.9969442185110461,83.11845974833118,0.0,0.0
2003-05-01,45.05991973253809,0.0,0.0,53.78984248037661,5.010081297343883,3.773127487883911,43.7685686175742,0.0,0.0,34.11199767604201,0.0,0.0,66.48540983811834,0.0,0.0,81.84549772965244,0.0,0.0,30.888081970067425,0.0,0.0,28.591163437641885,0.0,0.0,56.92640899643462,1.2232340943899604,0.7020747679797856,59.65408971225942,0.0,0.0
2003-06-01,50.45661983667175,0.0,0.0,24.935048733311824,4.512330749042027,2.792625809444748,47.220437044465065,0.0,0.0,40.54383543266699,0.0,0.0,43.43836422732344,0.0,0.0,63.34845780727954,0.0,0.0,111.5238161558673,0.0,0.0,27.284083707066966,0.0,0.0,134.19973168321104,0.8685788586516102,0.48510982627920285,93.54507296721916,0.0,0.0
2003-07-01,17.69073827147144,0.0,0.0,6.894422921129522,3.0736397505802087,1.6418134365130215,8.604290960957313,0.0,0.0,15.280284530339777,0.0,0.0,7.786291987941844,0.0,0.0,56.446266403295894,0.0,0.0,7.688151834952747,0.0,0.0,10.510311450756227,0.0,0.0,124.72931394432774,0.6076235361956762,0.3254670221761495,17.349672361158667,0.0,0.0
2003-08-01,14.394707549401904,0.0,0.0,22.80749955025628,1.87578564101008,0.6836470621407859,14.24163448596589,0.0,0.0,7.460524862083844,0.0,0.0,3.4150366183235366,0.0,0.0,31.831706727691884,0.0,0.0,53.33777190454309,0.0,0.0,20.83873207035148,0.0,0.0,127.28293181665246,0.4156126099327102,0.20800184691718196,7.851521456745008,0.0,0.0
2003-09-01,15.409285228273726,0.0,0.0,21.040928849701842,0.8784523179459227,0.0,22.24601413287239,0.0,0.0,35.363688261716234,0.0,0.0,51.0398772038169,0.0,0.0,36.78337884795615,0.0,0.0,59.97295493109081,0.0,0.0,28.9814727213257,0.0,0.0,44.91091879827832,0.27433097038848414,0.12157097096167899,32.8454764950239,0.0,0.0
2003-10-01,4.577441920729646,0.0,0.0,36.76318661969629,0.048072597621753366,0.0,4.832618030993795,0.0,0.0,3.1538588788550577,0.0,0.0,0.07831123174413386,0.0,0.0,3.6154287599010493,0.0,0.0,10.99627105563552,0.0,0.0,25.721441291639913,0.0,0.0,90.0467272934285,0.17037594001184253,0.05797513243360761,12.744856608935748,0.0,0.0
2003-11-01,0.07324076376223389,0.0,0.0,45.102490881880364,0.0,0.0,0.07339669742518289,0.0,0.0,0.07341950615793356,0.0,0.0,0.07361255783948582,0.0,0.0,0.07600335474155648,0.0,0.0,0.06967267926027725,0.0,0.0,0.07438381804776543,0.0,0.0,22.581125926330593,0.09388582866071182,0.011181314444650068,9.645440633542181,0.0,0.0
2003-12-01,0.06884631793649985,0.0,0.0,42.541247268769325,0.0,0.0,0.0689928955796719,0.0,0.0,0.06901433578845755,0.0,0.0,0.06919580436911668,0.0,0.0,0.07144315345706309,0.0,0.0,0.06549231850466061,0.0,0.0,0.06992078896489952,0.0,0.0,19.412941048973412,0.03760440472855325,0.0,0.06829540280504089,0.0,0.0
2004-01-01,0.06471553886030987,0.0,0.0,51.41491356320161,0.4687178474350629,0.0,0.06485332184489159,0.0,0.0,0.06487347564115009,0.0,0.0,0.06504405610696967,0.0,0.0,0.06715656424963931,0.0,0.0,15.708912327734225,0.0,0.0,0.06572554162700554,0.0,0.0,17.0258495835936,0.0,0.0,0.06419767863673843,0.0,0.0
2004-02-01,0.06083260652869128,0.0,0.0,38.208182613165796,1.079716399869755,0.5284121416655093,0.060962122534198096,0.0,0.0,0.06098106710268109,0.0,0.0,0.061141412740551494,0.0,0.0,0.06312717039466097,0.0,0.0,23.548408563411968,0.0,0.0,0.06178200912938521,0.0,0.0,109.06825719622448,0.4630778096495108,0.28298516002226476,8.06785466801619,0.0,0.0
2004-03-01,9.709413485097908,0.0,0.0,33.22123772826421,1.5196058391944605,0.9225860108493663,0.05730439518214621,0.0,0.0,0.5400156845218328,0.0,0.0,5.8730368928198695,0.0,0.0,30.76899225013192,0.0,0.0,49.96075673515413,0.0,0.0,0.058075088581622095,0.0,0.0,3.534975485154125,0.3092558643401096,0.17674369274438256,22.983665986812174,0.0,0.0
2004-04-01,5.854998334195158,0.0,0.0,29.745045281784243,1.3831582392023811,0.5602570102291742,5.590513165162624,0.0,0.0,7.268143735149742,0.0,0.0,3.6521271218776294,0.0,0.0,13.207720085729473,0.0,0.0,59.16446313768551,0.0,0.0,17.752759528579222,0.0,0.0,41.497351931630824,0.1960736769814525,0.09857122112131676,37.88419314674407,0.0,0.0
2004-05-01,34.807710427551655,0.0,0.0,154.51291519671315,1.8275533226774172,0.5487475233753688,19.52979981299701,0.0,0.0,41.38786608516185,0.0,0.0,16.07334472466751,0.0,0.0,103.49985673410133,0.09346646392251878,0.0,0.04806507598687239,0.0,0.0,75.7512113885051,0.0,0.0,32.94022511016656,0.11279422352295264,0.0410519165010648,65.76899434114254,0.0,0.0
2004-06-01,31.575848876117306,0.0,0.0,45.444845851316586,1.488931936358411,0.0,26.318982832517968,0.0,0.0,21.55478863909511,0.0,0.0,21.04078113835543,0.0,0.0,48.042145359352126,0.0,0.0,111.13900441361517,0.0,0.0,61.4283204678901,0.08048854183396856,0.0,154.1732939643964,0.051517201668188496,0.16646888418057773,55.17534369434587,0.0,0.0
2004-07-01,31.845679840522923,0.0,0.0,15.407860910784468,0.556357930050384,0.0,34.78839574244971,0.0,0.0,70.0559847191869,0.0,0.0,48.51238901858926,0.0,0.0,37.61744744833788,0.0,0.0,36.65111898278263,0.0,0.0,46.380461693918264,0.0,0.0,129.74377645348576,0.006429568987453113,0.09101101698006914,91.05816132952106,0.0,0.0
2004-08-01,17.008475060833735,0.0,0.0,70.16018619217256,0.0,0.0,8.42866786460194,0.0,0.0,31.31198171513725,0.0,0.0,17.592747239973903,0.0,0.0,43.20419405846885,0.0,0.0,76.4729359990891,0.0,0.0,54.456800007908164,0.0,0.0,124.69164327447973,0.0,0.035489118293934904,34.22535878353886,0.0,0.0
2004-09-01,59.636109959283324,0.0,0.0,69.40165229115001,0.0,0.0,58.88603525610473,0.0,0.0,41.460476862521986,0.0,0.0,16.32827188311453,0.0,0.0,44.234680452070094,0.0,0.0,30.618257959260948,0.0,0.0,58.09959794005086,1.9747685942696271,0.0,365.4749046877766,3.3151299427310885,2.729973756860765,80.3685762701984,0.0,0.0
2004-10-01,36.02483496328882,0.0,0.0,42.22174126403258,0.0,0.0,30.42039425890251,0.0,0.0,35.9305101770402,0.0,0.0,28.959920052549535,0.0,0.0,21.759171280219327,0.0,0.0,56.415487554947475,0.0,0.0,24.884724602710314,2.9724595190217156,0.0,30.831692388931852,4.630792254398158,3.3705981464523362,7.8579900753341505,0.0,0.0
2004-11-01,0.034856767346958716,0.0,0.0,38.05617591859224,0.0,0.0,0.03493097934491954,0.0,0.0,0.034941834484190755,0.0,0.0,0.03503371170125053,0.0,0.0,0.03617154051554094,0.0,0.0,85.18112617274438,0.0,0.0,0.03540077010237867,1.993494701539458,0.0,45.030247266494385,4.987736426523116,3.3177734653811366,22.898503010901994,0.0,0.0
2004-12-01,0.032765361306141196,0.0,0.0,28.218886965817397,0.0,0.0,0.032835120584224366,0.0,0.0,0.032845324415139314,0.0,0.0,0.03293168899917549,0.0,0.0,0.03400124808460848,0.0,0.0,0.03116912484065344,0.0,0.0,0.033276723896235955,1.004633352462878,0.0,45.23646087288753,4.955878631425477,2.9955293049993066,0.03250316960334131,0.0,0.0
2005-01-01,0.030799439627772724,0.0,0.0,28.50807089825005,0.0,0.0,0.030865013349170904,0.0,0.0,0.030874604950230953,0.0,0.0,0.030955787659224965,0.0,0.0,0.03196117319953197,0.0,0.0,30.39517422149084,0.0,0.0,0.0312801204624618,0.1431373630804964,0.0,23.140114407037718,4.1523465587425274,2.17263367461849,0.030552979427140834,0.0,0.0
2005-02-01,0.02895147325010636,0.0,0.0,12.348372988272894,0.0,0.0,0.02901311254822065,0.0,0.0,0.029022128653217093,0.0,0.0,0.029098440399671466,0.0,0.0,0.030043502807560057,0.0,0.0,8.235725853162325,0.0,0.0,0.02940331323471409,0.0,0.0,71.97368361683421,3.4114226120306363,1.5671470697842846,2.7499783455833877,0.0,0.0
2005-03-01,7.466983366788694,0.0,0.0,52.6809287793395,0.0,0.0,7.419339281361734,0.0,0.0,0.027280800934024067,0.0,0.0,0.02735253397569118,0.0,0.0,0.028240892639106452,0.0,0.0,16.75162862765618,0.0,0.0,0.027639114440631243,0.0,0.0,129.8805150412304,2.9978113518641227,1.121630025947277,40.63232498176245,0.0,0.0
2005-04-01,61.08318039871693,0.0,0.0,55.1617396785557,0.0,0.0,45.91628540031011,0.0,0.0,22.525070222409234,0.0,0.0,10.90493959238637,0.0,0.0,5.637747916131541,0.0,0.0,12.300020381432358,0.0,0.0,10.687836846675756,0.0,0.0,120.45565850399095,2.273014517474396,0.7938185850920063,37.66549827582545,0.0,0.0
2005-05-01,61.314677733973596,0.0,0.0,85.90988454100642,0.0,0.0,59.81975212394775,0.0,0.0,62.81920419265843,0.0,0.0,68.56281615995842,0.0,0.0,54.151461221095296,0.0,0.0,55.77329628867337,0.0,0.0,59.21870903089474,0.05123056635997189,0.0,47.458483056251495,1.641007293957661,0.5526149269106981,73.69845747839702,0.0,0.0
2005-06-01,86.351290356068,0.0,0.0,80.79372152225697,0.0,0.0,78.63226499455777,0.0,0.0,56.19957550066924,0.0,0.0,102.12169318645468,0.0,0.0,174.79295106247804,1.3239143948936751,0.629623876096381,76.30425410217329,0.0,0.0,73.41699347146294,0.645336366440497,0.0,199.97548212951702,2.02898966795201,1.1754841339581432,107.62158066934164,0.0,0.0
2005-07-01,39.90920536634454,0.0,0.0,0.9055074411266245,0.0,0.0,40.52285534000149,0.0,0.0,30.159293841722832,0.0,0.0,36.30188524761114,0.0,0.0,45.787051488963705,0.6093396783604896,0.0,29.536859817956945,0.0,0.0,25.450851670792346,0.0,0.0,120.33420173690226,1.6299125027758592,0.8334444377664019,10.283756105060041,0.0,0.0
2005-08-01,28.502220671316987,0.0,0.0,1.830271217681488,0.0,0.0,33.37268250592952,0.0,0.0,26.794881108680404,0.0,0.0,31.67353787982478,0.0,0.0,54.05845803829776,0.0,0.0,99.18677316784438,0.0,0.0,58.834469027576056,0.0,0.0,114.01646066784438,1.1678128315424774,0.5817716293085184,86.55301604759433,0.0,0.0
2005-09-01,11.274339262092656,0.0,0.0,25.14829709244775,0.0,0.0,4.166085319001482,0.0,0.0,5.523577890597076,0.0,0.0,1.1927306180216213,0.0,0.0,1.1975907537537975,0.0,0.0,7.266716863222928,0.0,0.0,44.280206305843365,0.0,0.0,28.774897100039336,0.8277998934489547,0.3965907768452078,5.384244569601952,0.0,0.0
2005-10-01,3.7467716065624086,0.0,0.0,43.975984471979004,0.0,0.0,7.089150030794011,0.0,0.0,16.074526925657345,0.0,0.0,20.01164924859169,0.0,0.0,23.211837756038335,0.0,0.0,23.927695144154164,0.0,0.0,33.210818854250576,2.114033223608265,0.0,63.446231521107286,0.577618373599741,0.260334705602704,14.653198531900445,0.0,0.0
2005-11-01,0.01658904368917178,0.0,0.0,50.99340021559569,0.0,0.0,0.01662436268660429,0.0,0.0,0.0166295288679036,0.0,0.0,5.031379676000409,0.0,0.0,10.457064624465097,0.0,0.0,0.01578087202834952,0.0,0.0,15.061972039088987,4.110689123905726,0.0,45.10047325484086,0.3935348112946893,0.1600774883824696,8.89804351573837,0.0,0.0
