Basin,Kperc,Kb,Ke,Cqq,S_init,G_init,Smax,KGE
05489000,0.0357,0.899,0.0761,0.1973,5.0,3.0,5.0,0.6756247933045052
03186500,0.3142,0.7905,0.3972,0.3865,5.0,3.0,5.0,0.6755213567284604
04015330,0.732,0.79,0.4966,0.12463,5.0,3.0,5.0,0.6738525914105287
06903400,0.03247,0.9463,0.0474,0.1752,5.0,3.0,5.0,0.6711727088578632
01052500,0.8613,0.7534,0.894,0.2102,5.0,3.0,5.0,0.6695576340699594
08082700,0.01758,0.6143,0.7676,0.2556,5.0,3.0,5.0,0.668664342804248
01350000,0.369,0.745,0.8027,0.1665,5.0,3.0,5.0,0.6686367444844781
02297310,0.8857,0.9795,0.9854,0.9497,5.0,3.0,5.0,0.6644434239522858
05454000,0.01085,0.9185,0.8906,0.818,5.0,3.0,5.0,0.6637927401121264
05458000,0.4258,0.748,0.597,0.592,5.0,3.0,5.0,0.6618900186249499
05487980,0.02129,0.491,0.6772,0.3325,5.0,3.0,5.0,0.658651167716249
04056500,0.0341,0.2878,0.908,0.1322,5.0,3.0,5.0,0.656250982634091
04059500,0.542,0.8213,0.9277,0.1644,5.0,3.0,5.0,0.6529853167525221
01440400,0.573,0.886,0.8887,0.1539,5.0,3.0,5.0,0.6522038485969628
06431500,0.161,0.774,0.3088,0.2588,5.0,3.0,5.0,0.6495900557901086
02312200,0.02774,0.7197,0.723,0.409,5.0,3.0,5.0,0.6484349880749285
01134500,0.4304,0.834,0.3787,0.3198,5.0,3.0,5.0,0.6473605497307378
12043000,0.5005,0.5,0.9165,1.0,5.0,3.0,5.0,0.6465709473684034
05129115,0.08215,0.8257,0.577,0.11383,5.0,3.0,5.0,0.6464658407204165
04221000,0.3096,0.6836,0.04214,0.27,5.0,3.0,5.0,0.6452736127213963
12048000,0.599,0.676,0.996,0.2256,5.0,3.0,5.0,0.6435483569499674
02297155,0.02956,0.4114,0.8096,0.717,5.0,3.0,5.0,0.6430049997895438
02327100,0.04172,0.9565,0.4263,0.3271,5.0,3.0,5.0,0.6423705587362171
05412500,0.01762,0.813,0.2451,0.1178,5.0,3.0,5.0,0.6423577854171441
05495000,0.02461,0.917,0.698,0.333,5.0,3.0,5.0,0.6381524442848523
11162500,0.616,0.8623,0.691,0.2013,5.0,3.0,5.0,0.6375748122539373
01031500,0.3699,0.854,0.8535,0.1043,5.0,3.0,5.0,0.6363100077890504
02140991,0.01041,0.6333,0.907,0.4102,5.0,3.0,5.0,0.6354266077602546
01518862,0.3447,0.7637,0.4248,0.1763,5.0,3.0,5.0,0.6310639721666546
02298608,0.03876,0.957,0.1812,0.3772,5.0,3.0,5.0,0.6291510141267096
02299950,0.01295,0.851,0.7827,0.3535,5.0,3.0,5.0,0.6263281370584866
01423000,0.2394,0.788,0.513,0.2268,5.0,3.0,5.0,0.6254591892332975
03069500,0.06964,0.899,0.637,0.1118,5.0,3.0,5.0,0.6253670644598449
02310947,0.0183,0.9907,0.4502,0.526,5.0,3.0,5.0,0.624857042867166
14158500,0.184,0.591,0.985,0.997,5.0,3.0,5.0,0.6248232964848419
01078000,0.3389,0.7363,0.551,0.6743,5.0,3.0,5.0,0.6244312388095383
06289000,0.01685,0.1954,0.7173,0.8374,5.0,3.0,5.0,0.6230860300612391
06853800,0.0303,0.806,0.329,0.1142,5.0,3.0,5.0,0.6219107356105207
02296500,0.05032,0.9683,0.4832,0.1298,5.0,3.0,5.0,0.6216477631426434
12186000,0.0689,0.8774,0.7095,0.5737,5.0,3.0,5.0,0.6205050553932393
01013500,0.4373,0.7905,0.2603,0.3818,5.0,3.0,5.0,0.6199054068359321
07180500,0.011185,0.688,0.545,0.8975,5.0,3.0,5.0,0.6170848645564508
01139000,0.959,0.9595,0.7144,0.572,5.0,3.0,5.0,0.616808723796068
04296000,0.9663,0.8735,0.3928,0.2229,5.0,3.0,5.0,0.615748344226613
07145700,0.08167,0.7515,0.6836,0.216,5.0,3.0,5.0,0.6129938977776779
04057510,0.154,0.6665,0.4233,0.1891,5.0,3.0,5.0,0.6128467260017578
06406000,0.2411,0.6177,0.11786,0.1262,5.0,3.0,5.0,0.6125875058101989
02177000,0.3464,0.704,0.9653,0.9995,5.0,3.0,5.0,0.6116165533149804
05057000,0.0382,0.9424,0.695,0.1283,5.0,3.0,5.0,0.6105431959550729
03456500,0.0671,0.821,0.201,0.843,5.0,3.0,5.0,0.6100336416751259
01550000,0.2086,0.659,0.1027,0.1226,5.0,3.0,5.0,0.6090811997560464
01552000,0.1478,0.7627,0.5747,0.1964,5.0,3.0,5.0,0.6078518370094483
01181000,0.411,0.8555,0.1624,0.1428,5.0,3.0,5.0,0.6058558724054699
01144000,0.06158,0.7227,0.5405,0.2173,5.0,3.0,5.0,0.6040933790013927
11523200,0.3396,0.733,0.0487,0.2192,5.0,3.0,5.0,0.6020187293753052
06043500,0.01918,0.711,0.9995,0.4746,5.0,3.0,5.0,0.6005331683368449
01439500,0.4985,0.868,0.1224,0.2031,5.0,3.0,5.0,0.59867186481196
01057000,0.973,0.8853,0.641,0.2263,5.0,3.0,5.0,0.5971789349727072
12141300,0.9863,0.8745,0.741,0.1736,5.0,3.0,5.0,0.5970938198094204
02137727,0.01685,0.518,0.571,0.747,5.0,3.0,5.0,0.5960506692448402
01544500,0.986,0.809,0.861,0.1248,5.0,3.0,5.0,0.5947129529747199
06910800,0.013405,0.8965,0.959,0.1544,5.0,3.0,5.0,0.5942148087465928
03504000,0.9956,0.784,0.646,0.994,5.0,3.0,5.0,0.5869154500611595
03180500,0.4395,0.8164,0.992,0.146,5.0,3.0,5.0,0.5856402777249936
01532000,0.2764,0.671,0.9883,0.1779,5.0,3.0,5.0,0.5854494893524581
06447500,0.01116,0.666,0.4563,0.1152,5.0,3.0,5.0,0.5839188658923912
01054200,0.9873,0.967,0.4954,0.2122,5.0,3.0,5.0,0.5834252218937719
03500000,0.01859,0.784,0.985,0.3413,5.0,3.0,5.0,0.5819409649661977
04224775,0.2876,0.6914,0.7095,0.1547,5.0,3.0,5.0,0.5808441443598558
01539000,0.2737,0.8105,0.533,0.11005,5.0,3.0,5.0,0.5768965556955075
06878000,0.01584,0.8833,0.52,0.1498,5.0,3.0,5.0,0.5764711901325785
01169000,0.96,0.8843,0.744,0.162,5.0,3.0,5.0,0.5754652387190383
01030500,0.1776,0.8677,0.808,0.162,5.0,3.0,5.0,0.574939837539562
06888500,0.01172,0.6064,0.55,0.1043,5.0,3.0,5.0,0.5736394318599871
01170100,0.97,0.9863,0.827,0.6304,5.0,3.0,5.0,0.5679962543623355
01365000,0.9814,0.9346,0.731,0.3318,5.0,3.0,5.0,0.5665263985494058
02231342,0.03378,0.951,0.826,0.5293,5.0,3.0,5.0,0.5664377756156931
05056000,0.01773,0.1464,0.4749,0.1261,5.0,3.0,5.0,0.5651819687863177
01548500,0.02788,0.5444,0.4866,0.1497,5.0,3.0,5.0,0.5644636335579882
08104900,0.02762,0.918,0.8667,0.1804,5.0,3.0,5.0,0.562040954555151
05495500,0.0394,0.6885,0.332,0.1205,5.0,3.0,5.0,0.5611217523498412
06814000,0.01452,0.6445,0.614,0.1135,5.0,3.0,5.0,0.5611055997626886
06889200,0.03162,0.844,0.8457,0.1616,5.0,3.0,5.0,0.5608958469759583
06470800,0.0406,0.0688,0.1265,0.2522,5.0,3.0,5.0,0.5593204562635967
11451100,0.9805,0.8794,0.751,0.2222,5.0,3.0,5.0,0.5588254073485452
07066000,0.01544,0.965,0.943,0.4922,5.0,3.0,5.0,0.5584299291444966
05508805,0.01332,0.9,0.527,0.2064,5.0,3.0,5.0,0.5534945738930266
08202700,0.01468,0.714,0.07324,0.1077,5.0,3.0,5.0,0.553419738161596
05584500,0.02493,0.958,0.422,0.1075,5.0,3.0,5.0,0.5528447057609682
06921070,0.01611,0.9746,0.8438,0.2485,5.0,3.0,5.0,0.5527778166601767
06803530,0.0376,0.7607,0.3076,0.10156,5.0,3.0,5.0,0.5519055928377612
06911900,0.0163,0.9976,0.0468,0.1802,5.0,3.0,5.0,0.5514009474348237
01545600,0.975,0.8022,0.933,0.1329,5.0,3.0,5.0,0.5510598821255743
03015500,0.11664,0.787,0.10626,0.1919,5.0,3.0,5.0,0.5497027328866251
05501000,0.01547,0.9097,0.4675,0.3623,5.0,3.0,5.0,0.5486167113573677
04122500,0.01593,0.987,0.9883,0.2683,5.0,3.0,5.0,0.547875190566038
06921200,0.8896,0.666,0.7534,0.997,5.0,3.0,5.0,0.5470711677775728
05503800,0.03143,0.993,0.7935,0.261,5.0,3.0,5.0,0.5442646432235161
10396000,0.2051,0.621,0.4414,0.167,5.0,3.0,5.0,0.5439178696969935
06889500,0.012856,0.448,0.839,0.1316,5.0,3.0,5.0,0.5437947572833143
02028500,0.03882,0.7817,0.584,0.5474,5.0,3.0,5.0,0.5436418828775061
07340300,0.01624,0.548,0.8057,0.6025,5.0,3.0,5.0,0.5420786046674574
03028000,0.9565,0.927,0.486,0.5723,5.0,3.0,5.0,0.5418188504544171
02369800,0.02078,0.899,0.3752,0.4033,5.0,3.0,5.0,0.5417188232199353
02152100,0.01817,0.2788,0.702,0.9116,5.0,3.0,5.0,0.5408231055522279
03498500,0.05792,0.71,0.02151,0.564,5.0,3.0,5.0,0.5385266731911562
01543000,0.362,0.8525,0.6846,0.267,5.0,3.0,5.0,0.5375083965717036
12115000,0.998,0.010155,0.573,1.0,5.0,3.0,5.0,0.5370104448575039
01055000,0.955,0.9624,0.2708,0.5376,5.0,3.0,5.0,0.5362184304030846
07184000,0.01008,0.8193,0.1895,0.2225,5.0,3.0,5.0,0.5359669690731537
06601000,0.02017,0.9673,0.4263,0.1031,5.0,3.0,5.0,0.5351126801202634
07167500,0.04208,0.951,0.871,0.1852,5.0,3.0,5.0,0.5349598737468888
07335700,0.02065,0.983,0.885,0.8887,5.0,3.0,5.0,0.5341933378323562
02027000,0.9253,0.9043,0.9824,0.76,5.0,3.0,5.0,0.532553787444796
03182500,0.15,0.889,0.5454,0.1771,5.0,3.0,5.0,0.5322257280145761
01510000,0.5527,0.8794,0.5063,0.12305,5.0,3.0,5.0,0.5305385659720177
03078000,0.03348,0.7856,0.6655,0.695,5.0,3.0,5.0,0.5300347151345208
05507600,0.05133,0.8237,0.1805,0.1935,5.0,3.0,5.0,0.528838506738426
01022500,0.010796,0.1699,0.068,0.662,5.0,3.0,5.0,0.5265169775400351
02235200,0.01846,0.669,0.8076,0.385,5.0,3.0,5.0,0.5261710581573802
07067000,0.04547,0.869,0.8374,0.1449,5.0,3.0,5.0,0.5256459110363031
03010655,0.9775,0.941,0.05585,0.51,5.0,3.0,5.0,0.5236908360833383
08378500,0.5034,0.7764,0.4512,0.1299,5.0,3.0,5.0,0.5228904748629571
06918460,0.06085,0.8433,0.901,0.2013,5.0,3.0,5.0,0.5219292067244599
06479215,0.02473,0.422,0.3132,0.2299,5.0,3.0,5.0,0.5206799002779308
11381500,0.953,0.691,0.367,0.2478,5.0,3.0,5.0,0.51877272790946
07068000,0.0692,0.968,0.1614,0.1057,5.0,3.0,5.0,0.5187399238723336
06919500,0.02823,0.9604,0.3125,0.1371,5.0,3.0,5.0,0.518291090580292
01543500,0.1083,0.773,0.6587,0.2297,5.0,3.0,5.0,0.5177736570147629
02149000,0.0353,0.89,0.4524,0.465,5.0,3.0,5.0,0.5125385908571037
03021350,0.9956,0.752,0.2078,0.1237,5.0,3.0,5.0,0.5103862537822877
03473000,0.01837,0.982,0.03467,0.3325,5.0,3.0,5.0,0.5090619198935924
08196000,0.03072,0.8657,0.454,0.415,5.0,3.0,5.0,0.508440440883042
08164600,0.01857,0.9146,0.757,0.1476,5.0,3.0,5.0,0.5076624202579316
08014500,0.01581,0.9404,0.581,0.1481,5.0,3.0,5.0,0.5070883605275855
08175000,0.01141,0.7603,0.12134,0.1335,5.0,3.0,5.0,0.5050815774475692
02245500,0.01387,0.87,0.01397,0.247,5.0,3.0,5.0,0.5047007470642835
02246000,0.02432,0.962,0.798,0.1251,5.0,3.0,5.0,0.5043265647954145
07197000,0.01212,0.81,0.0867,0.2178,5.0,3.0,5.0,0.5030239545014656
09494000,0.0757,0.4075,0.1528,0.1109,5.0,3.0,5.0,0.49997201676303915
07060710,0.01264,0.576,0.4387,0.5127,5.0,3.0,5.0,0.49853684310055824
02374500,0.02338,0.908,0.6895,0.387,5.0,3.0,5.0,0.49792297240696903
14096850,0.0147,0.5376,0.1793,0.337,5.0,3.0,5.0,0.49111124596353695
02298123,0.01038,0.7456,0.1581,0.1353,5.0,3.0,5.0,0.4892127394198642
13338500,0.1274,0.719,0.217,0.1439,5.0,3.0,5.0,0.4890267113876613
07057500,0.0346,0.851,0.0373,0.1533,5.0,3.0,5.0,0.4852958954947796
05444000,0.01193,0.775,0.4111,0.2856,5.0,3.0,5.0,0.48323633195194926
06224000,0.01006,0.7793,0.03012,0.734,5.0,3.0,5.0,0.48033429362905455
05556500,0.01127,0.5796,0.1705,0.2563,5.0,3.0,5.0,0.4787162257045091
06191500,0.02058,0.9434,0.5537,0.3152,5.0,3.0,5.0,0.47706152531426116
01415000,0.94,0.8687,0.6553,0.726,5.0,3.0,5.0,0.47238317313960076
06892000,0.03366,0.4927,0.86,0.1098,5.0,3.0,5.0,0.4714209860199492
02465493,0.864,0.786,0.977,0.9937,5.0,3.0,5.0,0.4706190058002996
06280300,0.01826,0.473,0.5645,0.7065,5.0,3.0,5.0,0.4706039406071668
08158700,0.0454,0.811,0.6006,0.1035,5.0,3.0,5.0,0.4700492896080277
02112120,0.7876,0.01071,0.961,0.986,5.0,3.0,5.0,0.46582446311422476
06917000,0.05493,0.959,0.05078,0.2262,5.0,3.0,5.0,0.4636435940040414
07056000,0.02731,0.617,0.2659,0.1757,5.0,3.0,5.0,0.4633713759824789
07315200,0.01067,0.9854,0.485,0.1384,5.0,3.0,5.0,0.46204077714708336
08164300,0.02234,0.7676,0.5615,0.1086,5.0,3.0,5.0,0.4593170985403885
03076600,0.02385,0.7344,0.3325,0.8467,5.0,3.0,5.0,0.45887948025637715
02371500,0.0507,0.9673,0.55,0.2167,5.0,3.0,5.0,0.4570515305961881
02469800,0.0598,0.973,0.02599,0.2252,5.0,3.0,5.0,0.45513539614033827
08013000,0.04187,0.87,0.892,0.1807,5.0,3.0,5.0,0.45437795966697037
01606500,0.02641,0.9956,0.758,0.2346,5.0,3.0,5.0,0.4540310907320052
03340800,0.014885,0.725,0.785,0.4507,5.0,3.0,5.0,0.450668861801377
10263500,0.9814,0.586,0.803,0.1427,5.0,3.0,5.0,0.45065664151223805
02069700,0.03192,0.461,0.869,0.9385,5.0,3.0,5.0,0.44993491597459634
04216418,0.789,0.789,0.3984,0.11633,5.0,3.0,5.0,0.44971737706088033
05593900,0.02066,0.846,0.8955,0.458,5.0,3.0,5.0,0.4492385684190451
08324000,0.06757,0.4631,0.3547,0.1085,5.0,3.0,5.0,0.4463416209352181
02479300,0.02292,0.9697,0.685,0.3872,5.0,3.0,5.0,0.44587853679301614
14020000,0.988,0.8486,0.6733,0.3,5.0,3.0,5.0,0.4456603524212889
03070500,0.03403,0.819,0.8203,0.3225,5.0,3.0,5.0,0.44563511784691523
03364500,0.02187,0.677,0.1832,0.7124,5.0,3.0,5.0,0.4441139807783059
05595730,0.014465,0.4849,0.2932,0.2426,5.0,3.0,5.0,0.4429493716506011
07376000,0.02412,0.956,0.5,0.2874,5.0,3.0,5.0,0.44175214806556684
01451800,0.037,0.847,0.4812,0.671,5.0,3.0,5.0,0.44162467652437387
03384450,0.03336,0.8184,0.724,0.769,5.0,3.0,5.0,0.4407629707376586
04127997,0.0407,0.939,0.7544,0.214,5.0,3.0,5.0,0.4396412669349632
03346000,0.04663,0.8916,0.4229,0.2175,5.0,3.0,5.0,0.43928162585791297
02372250,0.01695,0.5728,0.6206,0.1552,5.0,3.0,5.0,0.43882451292689617
11124500,0.0222,0.594,0.3804,0.264,5.0,3.0,5.0,0.43760646722217045
04122200,0.0781,0.9824,0.681,0.1389,5.0,3.0,5.0,0.4335090022780034
03170000,0.03568,0.9243,0.725,0.1788,5.0,3.0,5.0,0.43234578307430216
07362100,0.811,0.716,0.961,0.9897,5.0,3.0,5.0,0.4297690168978182
13023000,0.012955,0.5576,0.4524,0.815,5.0,3.0,5.0,0.42937120462468314
02464000,0.02962,0.802,0.2646,0.4592,5.0,3.0,5.0,0.4281945224589976
12411000,0.01334,0.7437,0.427,0.5093,5.0,3.0,5.0,0.4254939122604108
12358500,0.02522,0.913,0.4048,0.4023,5.0,3.0,5.0,0.4251648161655618
02408540,0.011665,0.9067,0.6016,0.2969,5.0,3.0,5.0,0.42399061391905346
13011900,0.94,0.9893,0.922,0.946,5.0,3.0,5.0,0.4235613400013334
10242000,0.9424,0.8804,0.8794,0.162,5.0,3.0,5.0,0.42193977722871623
02481000,0.9893,0.9004,0.831,0.2412,5.0,3.0,5.0,0.42079186574215954
11476600,0.9956,0.999,0.3577,0.4368,5.0,3.0,5.0,0.4204522702985223
01485500,0.0496,0.682,0.301,0.6646,5.0,3.0,5.0,0.42035395920451823
07375000,0.01095,0.7983,0.4963,0.617,5.0,3.0,5.0,0.4189750462376829
03366500,0.012436,0.885,0.7266,0.296,5.0,3.0,5.0,0.4187818395054027
11148900,0.01811,0.907,0.463,0.2527,5.0,3.0,5.0,0.4173889436058935
08171300,0.01825,0.7817,0.576,0.1431,5.0,3.0,5.0,0.4167536836773684
07261000,0.01477,0.8,0.1333,0.35,5.0,3.0,5.0,0.4164623187771499
03604000,0.02766,0.877,0.5273,0.2983,5.0,3.0,5.0,0.41610210691341054
01632000,0.216,0.8315,0.7744,0.1932,5.0,3.0,5.0,0.4152910187337221
05514500,0.02267,0.5293,0.849,0.1127,5.0,3.0,5.0,0.41504976318031983
12189500,0.188,0.6816,0.8364,0.271,5.0,3.0,5.0,0.4141170807200021
02070000,0.010086,0.893,0.8916,0.5723,5.0,3.0,5.0,0.41248111600599036
02046000,0.01195,0.644,0.8594,0.4048,5.0,3.0,5.0,0.41233644999623764
03574500,0.02766,0.9224,0.998,0.3293,5.0,3.0,5.0,0.40901054528651193
05525500,0.03268,0.84,0.213,0.1088,5.0,3.0,5.0,0.40789148968467825
01568000,0.03058,0.537,0.9414,0.554,5.0,3.0,5.0,0.40730692017792636
04124000,0.010216,0.951,0.1799,0.2798,5.0,3.0,5.0,0.4067154154519428
03488000,0.1101,0.937,0.878,0.1906,5.0,3.0,5.0,0.39787883761665355
07071500,0.02943,0.8965,0.3267,0.149,5.0,3.0,5.0,0.39755770842810423
02324400,0.0249,0.9917,0.2898,0.1501,5.0,3.0,5.0,0.3971919504189848
02051000,0.01069,0.6455,0.716,0.8237,5.0,3.0,5.0,0.39543424544057926
01605500,0.01558,0.919,0.0537,0.4253,5.0,3.0,5.0,0.3945073548402186
02178400,0.1054,0.622,0.7827,0.9995,5.0,3.0,5.0,0.3940193953750325
06404000,0.955,0.757,0.1963,0.2009,5.0,3.0,5.0,0.39184446484708635
03280700,0.07025,0.9277,0.935,0.998,5.0,3.0,5.0,0.3887339182547134
07291000,0.06964,0.9937,0.593,0.414,5.0,3.0,5.0,0.3884316001709446
09510200,0.01703,0.454,0.488,0.127,5.0,3.0,5.0,0.38775508424223715
07346045,0.0214,0.77,0.992,0.2241,5.0,3.0,5.0,0.3829117078869977
06344600,0.02156,0.419,0.4604,0.10425,5.0,3.0,5.0,0.3813879067033008
05585000,0.01226,0.5757,0.574,0.1299,5.0,3.0,5.0,0.38046432351861004
02053800,0.04855,0.8267,0.8784,0.303,5.0,3.0,5.0,0.378565301435552
13340000,0.01698,0.8843,0.4885,0.1354,5.0,3.0,5.0,0.3774453238750064
08200000,0.01839,0.4563,0.958,0.1072,5.0,3.0,5.0,0.37707172585673276
02481510,0.02972,0.781,0.2218,0.2742,5.0,3.0,5.0,0.37685726746456394
02056900,0.01192,0.694,0.7397,0.4084,5.0,3.0,5.0,0.37611549082210716
07292500,0.0227,0.995,0.939,0.1959,5.0,3.0,5.0,0.3759193283210649
12056500,0.4658,0.915,0.4766,0.997,5.0,3.0,5.0,0.37563585440766656
02479560,0.01665,0.72,0.8906,0.1887,5.0,3.0,5.0,0.3740610384735028
03455500,0.9766,0.1868,0.649,1.0,5.0,3.0,5.0,0.3714291177049771
08029500,0.01128,0.737,0.268,0.3547,5.0,3.0,5.0,0.37098587190232013
13011500,0.01191,0.321,0.2756,0.994,5.0,3.0,5.0,0.36812012949595885
02015700,0.01727,0.5776,0.901,0.5703,5.0,3.0,5.0,0.3677026397535963
01121000,0.99,0.9453,0.7983,0.9653,5.0,3.0,5.0,0.36729569956328867
03300400,0.01994,0.816,0.6626,0.1418,5.0,3.0,5.0,0.3666627804225908
02013000,0.01875,0.84,0.557,0.5215,5.0,3.0,5.0,0.36656601537857203
09223000,0.01755,0.1665,0.3835,0.6973,5.0,3.0,5.0,0.36633354631682036
04213000,0.616,0.851,0.3564,0.1344,5.0,3.0,5.0,0.363056109294163
02011400,0.014275,0.8906,0.353,0.4644,5.0,3.0,5.0,0.3627028240753508
13340600,0.038,0.6665,0.4749,0.265,5.0,3.0,5.0,0.3621642445475921
10234500,0.03934,0.7593,0.2034,0.599,5.0,3.0,5.0,0.36163436704027907
03281500,0.01069,0.9116,0.335,0.1698,5.0,3.0,5.0,0.3591276475957387
07196900,0.7866,0.942,0.7637,0.999,5.0,3.0,5.0,0.3562615407557861
01666500,0.01022,0.7163,0.751,0.2883,5.0,3.0,5.0,0.35597498970749775
08109700,0.017,0.3892,0.653,0.12006,5.0,3.0,5.0,0.3554967362681476
07151500,0.03485,0.659,0.433,0.1158,5.0,3.0,5.0,0.3546975133980478
02051500,0.03723,0.7563,0.761,0.1901,5.0,3.0,5.0,0.3540442610845175
02016000,0.02368,0.6567,0.3557,0.1294,5.0,3.0,5.0,0.3539041849445599
04043050,0.995,0.989,0.04868,0.6133,5.0,3.0,5.0,0.35038038264210025
07014500,0.03873,0.643,0.547,0.12354,5.0,3.0,5.0,0.3503421687763296
13083000,0.03113,0.9683,0.878,0.6123,5.0,3.0,5.0,0.350264705962842
01664000,0.01556,0.7637,0.9863,0.1699,5.0,3.0,5.0,0.35005152782387505
11274630,0.01381,0.2593,0.281,0.1362,5.0,3.0,5.0,0.35001281190102607
03173000,0.0759,0.9746,0.01337,0.3018,5.0,3.0,5.0,0.34994374510822424
08070000,0.01491,0.8584,0.6772,0.11615,5.0,3.0,5.0,0.3483131040262618
01634500,0.01863,0.8335,0.7153,0.585,5.0,3.0,5.0,0.3476635256568448
02017500,0.0205,0.705,0.01512,0.555,5.0,3.0,5.0,0.347520680479524
02018000,0.08026,0.851,0.5884,0.2844,5.0,3.0,5.0,0.347203962344399
03049000,0.05508,0.8623,0.998,0.499,5.0,3.0,5.0,0.34576437453547326
11151300,0.01791,0.7446,0.8115,0.10693,5.0,3.0,5.0,0.3437859119231339
01667500,0.04898,0.9985,0.96,0.2311,5.0,3.0,5.0,0.3428561917077809
02350900,0.0199,0.9033,0.2361,0.1598,5.0,3.0,5.0,0.3423097977250029
04105700,0.02022,0.988,0.7017,0.729,5.0,3.0,5.0,0.341624099345902
